bundle ID,item ID,titles,categories
34,61384,Classical 925 Sterling Silver 9.0mm White Pearl Women Pendant + Chain with Cubic Zirconia/CZ,"[[Clothing, Shoes & Jewelry,Pearl Jewelry],[Clothing, Shoes & Jewelry,Women,Jewelry,Fine,Necklaces,Pendants],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
35,236638,14 Karat Gold Plated Amethyst Earrings,"[[Clothing, Shoes & Jewelry,Women,Jewelry,Fine,Earrings,Drop & Dangle],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
35,190996,Sterling Silver Clear AB Crystal Dangle Earrings Made with Swarovski&reg; Elements,"[[Clothing, Shoes & Jewelry,Women,Jewelry,Fashion,Earrings,Drop & Dangle],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
35,39834,Sterling Silver Swarovski Elements Crystal Aurora Borealis Large Rondelle Drop Earrings,"[[Clothing, Shoes & Jewelry,Antique & Estate Jewelry,Contemporary,Earrings],[Clothing, Shoes & Jewelry,Jewelry: International Shipping Available],[Clothing, Shoes & Jewelry,Amazon Curated Collection],[Clothing, Shoes & Jewelry,Women,Jewelry,Fine,Earrings,Drop & Dangle],[Clothing, Shoes & Jewelry,Women,Jewelry,Fashion,Earrings,Drop & Dangle],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty],[Clothing, Shoes & Jewelry,Test Women AAQ]]"
36,122499,Myia Passiello &quot;Timeless&quot; Swarovski Zirconia Round Halo Ring,"[[Clothing, Shoes & Jewelry,Jewelry: International Shipping Available],[Clothing, Shoes & Jewelry,Shop by Designer],[Clothing, Shoes & Jewelry,Boutique Designer Jewelry],[Clothing, Shoes & Jewelry,Women,Jewelry,Fashion],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
36,206816,Sterling Silver 9mm Shell Pearl and Cubic Zirconia Ring,"[[Clothing, Shoes & Jewelry,Jewelry: International Shipping Available],[Clothing, Shoes & Jewelry,Amazon Curated Collection],[Clothing, Shoes & Jewelry,Women,Jewelry,Fine,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
37,61384,Classical 925 Sterling Silver 9.0mm White Pearl Women Pendant + Chain with Cubic Zirconia/CZ,"[[Clothing, Shoes & Jewelry,Pearl Jewelry],[Clothing, Shoes & Jewelry,Women,Jewelry,Fine,Necklaces,Pendants],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
37,39834,Sterling Silver Swarovski Elements Crystal Aurora Borealis Large Rondelle Drop Earrings,"[[Clothing, Shoes & Jewelry,Antique & Estate Jewelry,Contemporary,Earrings],[Clothing, Shoes & Jewelry,Jewelry: International Shipping Available],[Clothing, Shoes & Jewelry,Amazon Curated Collection],[Clothing, Shoes & Jewelry,Women,Jewelry,Fine,Earrings,Drop & Dangle],[Clothing, Shoes & Jewelry,Women,Jewelry,Fashion,Earrings,Drop & Dangle],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty],[Clothing, Shoes & Jewelry,Test Women AAQ]]"
37,172359,Dearfoams Women's 320 Slipper,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,D,Dearfoams],[Clothing, Shoes & Jewelry,Women,Shoes,Slippers]]"
37,190996,Sterling Silver Clear AB Crystal Dangle Earrings Made with Swarovski&reg; Elements,"[[Clothing, Shoes & Jewelry,Women,Jewelry,Fashion,Earrings,Drop & Dangle],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
37,206816,Sterling Silver 9mm Shell Pearl and Cubic Zirconia Ring,"[[Clothing, Shoes & Jewelry,Jewelry: International Shipping Available],[Clothing, Shoes & Jewelry,Amazon Curated Collection],[Clothing, Shoes & Jewelry,Women,Jewelry,Fine,Rings],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
37,236638,14 Karat Gold Plated Amethyst Earrings,"[[Clothing, Shoes & Jewelry,Women,Jewelry,Fine,Earrings,Drop & Dangle],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
37,122499,Myia Passiello &quot;Timeless&quot; Swarovski Zirconia Round Halo Ring,"[[Clothing, Shoes & Jewelry,Jewelry: International Shipping Available],[Clothing, Shoes & Jewelry,Shop by Designer],[Clothing, Shoes & Jewelry,Boutique Designer Jewelry],[Clothing, Shoes & Jewelry,Women,Jewelry,Fashion],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
38,105480,Penny Loves Kenny Women's Harper Fashion Sneaker,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,P,Penny Loves Kenny],[Clothing, Shoes & Jewelry,Women,Shoes,Fashion Sneakers]]"
38,200280,"Western Chief Women's Ladybug Rain Boot,Red,6 M","[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,W,Western Chief],[Clothing, Shoes & Jewelry,Boot Shop,Women,Outdoor & Work,Rain],[Clothing, Shoes & Jewelry,Women,Shoes,Boots],[Clothing, Shoes & Jewelry,Women,Shoes,Outdoor,Rain Footwear]]"
39,65364,U.S. Polo Assn. Men's Short Snorkel Coat with Small Pony,"[[Clothing, Shoes & Jewelry,Men,Clothing,Jackets & Coats,Down & Down Alternative],[Clothing, Shoes & Jewelry,Men,Big & Tall]]"
39,52685,U.S. Polo Assn. Juniors Puffer Jacket with Faux Fur-Trimmed Hood,"[[Clothing, Shoes & Jewelry,Women,Clothing,Coats & Jackets,Down & Down Alternative],[Clothing, Shoes & Jewelry,Women,Juniors,Coats & Jackets,Down & Down Alternative]]"
39,72562,PUMA Tune Cat B V Kids Sneaker (Toddler/Little Kid),"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,P,Puma],[Clothing, Shoes & Jewelry,Girls,Shoes,Sneakers],[Clothing, Shoes & Jewelry,Boys,Shoes,Sneakers]]"
39,98121,U.S. Polo Assn. Juniors Classic Hooded Solid Vest,"[[Clothing, Shoes & Jewelry,Women,Clothing,Coats & Jackets,Vests],[Clothing, Shoes & Jewelry,Women,Juniors,Coats & Jackets,Vests]]"
39,176492,D&amp;K Thick Fleece Full Leggings,"[[Clothing, Shoes & Jewelry,Women,Clothing,Leggings]]"
39,141651,"U.S. Polo Assn. Juniors Hooded Vest with Toggles and Zipper Closure, Black, Large","[[Clothing, Shoes & Jewelry,Women,Clothing,Coats & Jackets,Vests],[Clothing, Shoes & Jewelry,Women,Juniors,Coats & Jackets,Vests]]"
40,141651,"U.S. Polo Assn. Juniors Hooded Vest with Toggles and Zipper Closure, Black, Large","[[Clothing, Shoes & Jewelry,Women,Clothing,Coats & Jackets,Vests],[Clothing, Shoes & Jewelry,Women,Juniors,Coats & Jackets,Vests]]"
40,176492,D&amp;K Thick Fleece Full Leggings,"[[Clothing, Shoes & Jewelry,Women,Clothing,Leggings]]"
40,98121,U.S. Polo Assn. Juniors Classic Hooded Solid Vest,"[[Clothing, Shoes & Jewelry,Women,Clothing,Coats & Jackets,Vests],[Clothing, Shoes & Jewelry,Women,Juniors,Coats & Jackets,Vests]]"
40,52685,U.S. Polo Assn. Juniors Puffer Jacket with Faux Fur-Trimmed Hood,"[[Clothing, Shoes & Jewelry,Women,Clothing,Coats & Jackets,Down & Down Alternative],[Clothing, Shoes & Jewelry,Women,Juniors,Coats & Jackets,Down & Down Alternative]]"
41,226235,"Donna Morgan Women's Sleeveless Dress with Front Slit and Full Skirt, Kinetic Blue Multi, 6","[[Clothing, Shoes & Jewelry,Women,Clothing,Dresses,Wear to Work],[Clothing, Shoes & Jewelry,Women,Clothing,Dresses,Night Out & Cocktail]]"
41,108281,"Jessica Simpson Women's Cap Sleeve Dress, Heart Poinciana, 6","[[Clothing, Shoes & Jewelry,J,Jessica Simpson],[Clothing, Shoes & Jewelry,Women,Clothing,Dresses,Casual]]"
41,152535,"Jessica Simpson Women's Tank Dress, Copan Algiers Blue, 6","[[Clothing, Shoes & Jewelry,J,Jessica Simpson],[Clothing, Shoes & Jewelry,Women,Clothing,Dresses,Casual]]"
42,39435,Deluxe Adult Next Generation Red Shirt Costume,"[[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Costumes & Accessories,Costumes,Men]]"
42,124818,Star Trek - TNG I'm Number One Men's T-Shirt,"[[Clothing, Shoes & Jewelry,Men,Clothing,Shirts,T-Shirts],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Band & Music Fan,T-Shirts]]"
43,118998,Aerosoles Women's Wip Away Sandal,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,Aerosoles],[Clothing, Shoes & Jewelry,Comfort Shoes],[Clothing, Shoes & Jewelry,Women,Shoes,Sandals]]"
43,212173,Bass Women's Sharon Sandal,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,B,Bass],[Clothing, Shoes & Jewelry,Comfort Shoes],[Clothing, Shoes & Jewelry,Women,Shoes,Sandals]]"
44,168037,Eternal Love Teardrop Austrian Crystal Pendant Necklace - Ocean Blue Large Crystal 17.5&quot; Chain 2101401,"[[Clothing, Shoes & Jewelry,Women],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Necklaces & Pendants]]"
44,129779,"Sterling Silver, Marcasite, and Blue Epoxy Tree of Life Pendant Necklace, 18&quot;","[[Clothing, Shoes & Jewelry,Gemstones],[Clothing, Shoes & Jewelry,New Arrivals,New Jewelry],[Clothing, Shoes & Jewelry,Jewelry: International Shipping Available],[Clothing, Shoes & Jewelry,Amazon Curated Collection],[Clothing, Shoes & Jewelry,Women,Jewelry,Fashion,Necklaces,Pendants],[Clothing, Shoes & Jewelry,Women,Jewelry,Religious,Necklaces & Pendants,Pendants],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty],[Clothing, Shoes & Jewelry,Test Women AAQ]]"
44,27690,Pear Drop Austrian Crystal Dangle Earrings for Women Purple 1038801,"[[Clothing, Shoes & Jewelry,Women],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty,Jewelry,Earrings]]"
45,118998,Aerosoles Women's Wip Away Sandal,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,Aerosoles],[Clothing, Shoes & Jewelry,Comfort Shoes],[Clothing, Shoes & Jewelry,Women,Shoes,Sandals]]"
45,212173,Bass Women's Sharon Sandal,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,B,Bass],[Clothing, Shoes & Jewelry,Comfort Shoes],[Clothing, Shoes & Jewelry,Women,Shoes,Sandals]]"
46,236927,Kenneth Cole Reaction Women's Under The Sun Bandeau One Piece,"[[Clothing, Shoes & Jewelry,K,Kenneth Cole REACTION],[Clothing, Shoes & Jewelry,Women,Clothing,Swimsuits & Cover Ups,One-Pieces]]"
46,236926,ViX Women's Carioca Bia Tube Bikini Top,"[[Clothing, Shoes & Jewelry,Women,Clothing,Swimsuits & Cover Ups,Bikinis],[Clothing, Shoes & Jewelry,Women's Luxury Brands]]"
46,236924,L*Space Women's L*Novelties Hipster Bikini Bottom,"[[Clothing, Shoes & Jewelry,Women,Clothing,Swimsuits & Cover Ups,Bikinis],[Clothing, Shoes & Jewelry,Women's Luxury Brands]]"
47,236927,Kenneth Cole Reaction Women's Under The Sun Bandeau One Piece,"[[Clothing, Shoes & Jewelry,K,Kenneth Cole REACTION],[Clothing, Shoes & Jewelry,Women,Clothing,Swimsuits & Cover Ups,One-Pieces]]"
47,236926,ViX Women's Carioca Bia Tube Bikini Top,"[[Clothing, Shoes & Jewelry,Women,Clothing,Swimsuits & Cover Ups,Bikinis],[Clothing, Shoes & Jewelry,Women's Luxury Brands]]"
47,236925,ViX Women's Carioca Vintage Tunic,"[[Clothing, Shoes & Jewelry,Women,Clothing,Swimsuits & Cover Ups,Cover-Ups],[Clothing, Shoes & Jewelry,Women's Luxury Brands]]"
47,236924,L*Space Women's L*Novelties Hipster Bikini Bottom,"[[Clothing, Shoes & Jewelry,Women,Clothing,Swimsuits & Cover Ups,Bikinis],[Clothing, Shoes & Jewelry,Women's Luxury Brands]]"
48,237660,Le Donne Leather L-Zip Crossbody,"[[Clothing, Shoes & Jewelry,Women,Handbags & Wallets,Cross-Body Bags]]"
48,237659,Le Donne Leather Cross Body Town Bag,"[[Clothing, Shoes & Jewelry,Luggage & Travel Gear,Messenger Bags]]"
48,214787,Le Donne Leather Two Pocket Crossbody,"[[Clothing, Shoes & Jewelry,Women,Handbags & Wallets,Cross-Body Bags]]"
48,130623,Le Donne Leather Top Zip Front Slip Shoulder Bag,"[[Clothing, Shoes & Jewelry,Women,Handbags & Wallets,Shoulder Bags]]"
48,86286,Mundi Suburban Rio Checkbook Wallet W Frame,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,Men,Clothing],[Clothing, Shoes & Jewelry,Men,Accessories,Wallets, Card Cases & Money Organizers,Wallets],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Band & Music Fan,Accessories]]"
49,53008,Breckelles DORADO-11 Women's western style ankle bootie on chunky heels with PU upper and size zipper,"[[Clothing, Shoes & Jewelry,Women,Shoes,Boots]]"
49,129434,Steve Madden Women's Shakkerr Boot,"[[Clothing, Shoes & Jewelry,Shoes & Accessories: International Shipping Available],[Clothing, Shoes & Jewelry,S,Steve Madden],[Clothing, Shoes & Jewelry,Boot Shop],[Clothing, Shoes & Jewelry,Women,Shoes,Boots]]"
49,237658,Cowgirl Bootie,"[[Clothing, Shoes & Jewelry,Women,Shoes,Boots]]"
50,100303,Black Green Amber Sterling Silver Antique Style Celtic Pendant,"[[Clothing, Shoes & Jewelry,Women],[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
50,227994,Sterling Silver Earring Backs (Earnuts) Butterfly Clutches (20),"[[Clothing, Shoes & Jewelry,Novelty, Costumes & More,Novelty]]"
51,225217,Disney Baby-Boys Newborn Mickey Mouse My First Christmas Romper,"[[Clothing, Shoes & Jewelry,Baby,Baby Boys,Clothing,Footies & Rompers,Rompers]]"
51,210987,Disney Baby-Girls Newborn Minnie Mouse My First Christmas Sleep And Play Romper,"[[Clothing, Shoes & Jewelry,Baby,Baby Girls,Clothing,Footies & Rompers,Rompers]]"
